order_id,customer_id,order_date,product_category,product_name,quantity,price,discount,payment_method,order_status,sales_person,warehouse,region
ORD-11354,CUST-1196,2025-02-07,Diagnostic & Monitoring,Multi-Para Patient Monitor,4,27357.94,6.5,Credit Card,Delivered,Sanjay Verma,WH-Gurugram (North),North
ORD-11355,CUST-1178,2026-05-31,Home Healthcare,Digital Vein Finder,5,29030.25,7.3,UPI,Delivered,Priya Sharma,WH-Gurugram (North),North
ORD-11356,CUST-1595,2026-02-13,Diabetes Care,Insulin Pen Injector,5,18374.77,14.6,Credit Card,Returned,Priya Sharma,WH-Gurugram (North),North
ORD-11357,CUST-1720,2025-03-08,Diabetes Care,Insulin Pump,2,7237.85,7.9,UPI,Returned,Anjali Nair,WH-Bengaluru (South),South
ORD-11358,CUST-1776,2025-11-03,Home Healthcare,Peak Flow Meter,4,32264.01,1.6,UPI,Shipped,Priya Sharma,WH-Bhiwandi (West),West
ORD-11359,CUST-1358,2026-01-10,Surgical & Critical Care,Surgical Electrocautery Unit,1,25444.03,12.4,Net Banking,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11360,CUST-1980,2026-04-23,Respiratory Care,Suction Machine,5,3584.5,12.6,Net Banking,Returned,Vikram Patel,WH-Kolkata (East),East
ORD-11361,CUST-1287,2025-11-20,Home Healthcare,Electric Heating Pad,5,43927.65,0.3,Net Banking,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11362,CUST-1234,2024-10-13,Diagnostic & Monitoring,Capnograph Monitor,1,29963.12,11.8,Debit Card,Returned,Anjali Nair,WH-Kolkata (East),East
ORD-11363,CUST-1895,2026-05-02,Home Healthcare,Digital Vein Finder,4,40562.33,6.1,Credit Card,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11364,CUST-1326,2026-03-23,Sterilization & Lab,UV Sterilizer Box,1,22891.19,13.3,Net Banking,Returned,Priya Sharma,WH-Bhiwandi (West),West
ORD-11365,CUST-1046,2026-04-01,Surgical & Critical Care,LED Surgical OT Light,5,11739.06,9.9,Net Banking,Returned,Sanjay Verma,WH-Bengaluru (South),South
ORD-11366,CUST-1746,2025-09-24,Surgical & Critical Care,Electric Suction Apparatus,2,8583.57,0.0,Credit Card,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-11367,CUST-1580,2025-12-11,Diagnostic & Monitoring,Infrared Non-Contact Thermometer,1,13372.46,10.5,Credit Card,Returned,Priya Sharma,WH-Bhiwandi (West),West
ORD-11368,CUST-1240,2026-06-29,Orthopedic & Mobility,Cervical Traction Unit,3,660.64,8.9,UPI,Cancelled,Ramesh Rao,WH-Kolkata (East),East
ORD-11369,CUST-1319,2025-08-18,Diagnostic & Monitoring,Capnograph Monitor,3,7633.13,11.0,Debit Card,Delivered,Ramesh Rao,WH-Bhiwandi (West),West
ORD-11370,CUST-1214,2026-07-19,Home Healthcare,Electric Heating Pad,2,14568.43,3.6,Net Banking,Delivered,Vikram Patel,WH-Kolkata (East),East
ORD-11371,CUST-1207,2025-08-24,Infusion & Vascular,IV Cannula (18G-24G),2,16849.22,4.7,UPI,Processing,Vikram Patel,WH-Bengaluru (South),South
ORD-11372,CUST-1287,2025-10-21,Home Healthcare,Electric Heating Pad,1,20654.77,8.8,Credit Card,Returned,Sanjay Verma,WH-Kolkata (East),East
ORD-11373,CUST-1537,2024-11-18,Respiratory Care,Mesh Nebulizer,5,12126.97,0.6,Net Banking,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-11374,CUST-1925,2026-06-23,Orthopedic & Mobility,Air Mattress for Bedsores,2,38635.9,11.0,Debit Card,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-11375,CUST-1141,2025-03-30,Diagnostic & Monitoring,Pulse Oximeter,4,17759.57,13.2,Debit Card,Returned,Anjali Nair,WH-Kolkata (East),East
ORD-11376,CUST-1699,2026-06-28,Respiratory Care,Compressor Nebulizer,2,20944.18,11.9,UPI,Shipped,Ramesh Rao,WH-Bhiwandi (West),West
ORD-11377,CUST-1165,2025-09-22,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),2,8568.23,5.7,Net Banking,Processing,Vikram Patel,WH-Bengaluru (South),South
ORD-11378,CUST-1565,2026-07-16,Orthopedic & Mobility,TENS Physiotherapy Unit,2,44948.83,1.5,COD,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11379,CUST-1168,2026-07-02,Surgical & Critical Care,Defibrillator & AED,2,29761.95,3.3,Net Banking,Delivered,Vikram Patel,WH-Kolkata (East),East
ORD-11380,CUST-1621,2025-11-21,Diabetes Care,Blood Glucose Meter Kit,1,26290.04,8.3,Credit Card,Cancelled,Sanjay Verma,WH-Bengaluru (South),South
ORD-11381,CUST-1535,2025-03-18,Infusion & Vascular,IV Cannula (18G-24G),1,30926.08,12.4,Net Banking,Cancelled,Anjali Nair,WH-Bhiwandi (West),West
ORD-11382,CUST-1265,2026-05-27,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),4,40170.21,10.2,Net Banking,Processing,Priya Sharma,WH-Gurugram (North),North
ORD-11383,CUST-1931,2026-06-12,Orthopedic & Mobility,Air Mattress for Bedsores,5,2205.21,7.4,UPI,Returned,Ramesh Rao,WH-Bhiwandi (West),West
ORD-11384,CUST-1433,2026-06-13,Orthopedic & Mobility,Walking Frame with Castors,3,42316.78,8.2,Debit Card,Cancelled,Sanjay Verma,WH-Bengaluru (South),South
ORD-11385,CUST-1483,2026-04-20,Orthopedic & Mobility,TENS Physiotherapy Unit,4,2197.13,10.7,UPI,Cancelled,Ramesh Rao,WH-Bhiwandi (West),West
ORD-11386,CUST-1565,2026-06-26,Orthopedic & Mobility,Walking Frame with Castors,5,23148.93,1.3,UPI,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11387,CUST-1299,2025-06-12,Respiratory Care,BiPAP Machine,4,23335.49,12.7,Credit Card,Delivered,Ramesh Rao,WH-Bhiwandi (West),West
ORD-11388,CUST-1013,2026-05-07,Surgical & Critical Care,Electric Suction Apparatus,2,41105.59,4.2,Credit Card,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-11389,CUST-1760,2025-08-20,Infusion & Vascular,Volumetric Infusion Pump,3,17881.57,13.4,COD,Shipped,Sanjay Verma,WH-Kolkata (East),East
ORD-11390,CUST-1791,2026-01-31,Surgical & Critical Care,Defibrillator & AED,4,24628.25,8.5,Credit Card,Processing,Ramesh Rao,WH-Gurugram (North),North
ORD-11391,CUST-1074,2025-06-02,Diabetes Care,Lancet Device,5,4488.63,6.6,UPI,Delivered,Sanjay Verma,WH-Kolkata (East),East
ORD-11392,CUST-1691,2026-03-22,Surgical & Critical Care,Surgical Stapler,1,8528.74,13.0,Credit Card,Shipped,Vikram Patel,WH-Bhiwandi (West),West
ORD-11393,CUST-1983,2026-04-13,Diagnostic & Monitoring,Vascular Doppler,3,3035.06,10.8,Credit Card,Returned,Sanjay Verma,WH-Gurugram (North),North
ORD-11394,CUST-1515,2026-07-05,Orthopedic & Mobility,Folding Lightweight Wheelchair,3,19554.68,7.9,Net Banking,Returned,Sanjay Verma,WH-Bhiwandi (West),West
ORD-11395,CUST-1179,2026-04-08,Respiratory Care,High-Flow Nasal Cannula System,3,2527.84,9.3,COD,Delivered,Ramesh Rao,WH-Gurugram (North),North
ORD-11396,CUST-1074,2024-08-27,Infusion & Vascular,IV Cannula (18G-24G),5,20570.11,4.5,COD,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-11397,CUST-1327,2026-04-05,Diagnostic & Monitoring,Infrared Non-Contact Thermometer,1,25099.4,11.6,Net Banking,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-11398,CUST-1460,2026-07-14,Sterilization & Lab,Ultrasound Cleaner,1,34605.08,12.9,Debit Card,Delivered,Vikram Patel,WH-Kolkata (East),East
ORD-11399,CUST-1829,2026-07-10,Home Healthcare,Digital Vein Finder,3,20460.95,6.0,COD,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-11400,CUST-1652,2025-12-15,Infusion & Vascular,Central Venous Catheter Kit,1,17086.0,6.1,Debit Card,Delivered,Vikram Patel,WH-Bhiwandi (West),West
ORD-11401,CUST-1876,2026-06-15,Respiratory Care,Incentive Spirometer,1,6549.41,3.0,Credit Card,Shipped,Sanjay Verma,WH-Kolkata (East),East
ORD-11402,CUST-1494,2026-01-15,Surgical & Critical Care,Anesthesia Workstation,2,5662.3,0.3,Net Banking,Processing,Ramesh Rao,WH-Kolkata (East),East
ORD-11403,CUST-1935,2025-10-16,Diabetes Care,Insulin Pen Injector,5,14076.93,12.8,Credit Card,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-11404,CUST-1731,2025-11-19,Sterilization & Lab,Digital Centrifuge Machine,2,24930.12,8.5,COD,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-11405,CUST-1534,2025-07-16,Respiratory Care,Suction Machine,5,11499.75,10.9,COD,Cancelled,Sanjay Verma,WH-Kolkata (East),East
ORD-11406,CUST-1823,2025-11-09,Infusion & Vascular,Dialysis Catheter,5,19132.15,12.3,Credit Card,Delivered,Sanjay Verma,WH-Bengaluru (South),South
ORD-11407,CUST-1636,2025-09-16,Home Healthcare,Peak Flow Meter,5,27939.47,11.2,UPI,Returned,Ramesh Rao,WH-Bengaluru (South),South
ORD-11408,CUST-1997,2026-07-22,Home Healthcare,Electric Heating Pad,1,4159.42,5.3,COD,Shipped,Vikram Patel,WH-Bhiwandi (West),West
ORD-11409,CUST-1383,2026-01-12,Home Healthcare,Electric Heating Pad,1,3167.0,3.1,Credit Card,Processing,Vikram Patel,WH-Gurugram (North),North
ORD-11410,CUST-1590,2025-03-09,Diabetes Care,Blood Glucose Meter Kit,5,12796.2,3.5,Debit Card,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-11411,CUST-1621,2025-08-14,Diagnostic & Monitoring,Single-Channel ECG Machine,4,22062.47,10.8,UPI,Cancelled,Sanjay Verma,WH-Kolkata (East),East
ORD-11412,CUST-1642,2026-06-14,Diagnostic & Monitoring,Vascular Doppler,3,27317.27,14.0,UPI,Cancelled,Sanjay Verma,WH-Kolkata (East),East
ORD-11413,CUST-1533,2025-08-16,Infusion & Vascular,Central Venous Catheter Kit,2,30061.36,4.5,UPI,Shipped,Sanjay Verma,WH-Bhiwandi (West),West
ORD-11414,CUST-1676,2025-07-22,Diabetes Care,Blood Glucose Meter Kit,3,17377.84,7.5,UPI,Cancelled,Anjali Nair,WH-Kolkata (East),East
ORD-11415,CUST-1507,2026-04-02,Infusion & Vascular,Syringe Driver Pump,5,41755.9,6.6,UPI,Delivered,Ramesh Rao,WH-Bhiwandi (West),West
ORD-11416,CUST-1132,2026-05-29,Respiratory Care,Portable Oxygen Concentrator (5L),5,17335.96,0.9,UPI,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-11417,CUST-1015,2026-05-03,Diagnostic & Monitoring,Digital Otoscope,3,37851.29,9.7,Credit Card,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11418,CUST-1873,2026-03-17,Respiratory Care,Portable Oxygen Concentrator (5L),2,1240.45,0.4,Net Banking,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-11419,CUST-1480,2026-07-04,Surgical & Critical Care,Surgical Electrocautery Unit,5,24170.05,13.4,Debit Card,Delivered,Ramesh Rao,WH-Gurugram (North),North
ORD-11420,CUST-1123,2026-01-03,Infusion & Vascular,IV Cannula (18G-24G),4,14321.99,1.5,Credit Card,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-11421,CUST-1954,2026-04-05,Infusion & Vascular,Dialysis Catheter,2,33521.73,9.9,Net Banking,Shipped,Priya Sharma,WH-Gurugram (North),North
ORD-11422,CUST-1938,2025-10-12,Sterilization & Lab,Tabletop Steam Autoclave,4,26014.87,13.6,Net Banking,Cancelled,Ramesh Rao,WH-Gurugram (North),North
ORD-11423,CUST-1514,2026-07-21,Orthopedic & Mobility,Walking Frame with Castors,1,28381.8,2.9,UPI,Processing,Anjali Nair,WH-Bengaluru (South),South
ORD-11424,CUST-1612,2026-02-16,Surgical & Critical Care,Electric Suction Apparatus,3,24782.13,0.4,UPI,Delivered,Vikram Patel,WH-Bhiwandi (West),West
ORD-11425,CUST-1554,2025-12-16,Diabetes Care,Insulin Pump,4,29884.1,1.2,Credit Card,Cancelled,Ramesh Rao,WH-Kolkata (East),East
ORD-11426,CUST-1610,2026-03-21,Orthopedic & Mobility,Air Mattress for Bedsores,1,43479.27,14.0,Net Banking,Cancelled,Priya Sharma,WH-Bhiwandi (West),West
ORD-11427,CUST-1573,2025-02-24,Diagnostic & Monitoring,Stethoscope (Cardiology Grade),4,34859.69,6.3,COD,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-11428,CUST-1058,2025-10-23,Diagnostic & Monitoring,Digital Otoscope,1,18390.83,10.0,UPI,Cancelled,Sanjay Verma,WH-Gurugram (North),North
ORD-11429,CUST-1525,2026-07-10,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,5,42871.9,5.6,Credit Card,Returned,Ramesh Rao,WH-Gurugram (North),North
ORD-11430,CUST-1684,2026-07-16,Diagnostic & Monitoring,Digital Spirometer,2,5215.88,5.4,Credit Card,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-11431,CUST-1869,2025-10-05,Diagnostic & Monitoring,Digital Blood Pressure Monitor,1,29910.61,2.1,Credit Card,Returned,Sanjay Verma,WH-Kolkata (East),East
ORD-11432,CUST-1601,2025-08-05,Orthopedic & Mobility,Air Mattress for Bedsores,1,28205.27,3.2,COD,Processing,Vikram Patel,WH-Gurugram (North),North
ORD-11433,CUST-1615,2025-11-13,Surgical & Critical Care,Anesthesia Workstation,2,9937.51,1.8,Credit Card,Processing,Anjali Nair,WH-Bhiwandi (West),West
ORD-11434,CUST-1503,2026-06-27,Orthopedic & Mobility,Folding Lightweight Wheelchair,3,19138.6,11.5,UPI,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-11435,CUST-1013,2026-07-11,Respiratory Care,Incentive Spirometer,3,32045.3,11.3,Debit Card,Shipped,Anjali Nair,WH-Bhiwandi (West),West
ORD-11436,CUST-1483,2026-07-07,Diagnostic & Monitoring,Stethoscope (Cardiology Grade),3,41437.23,10.7,COD,Cancelled,Priya Sharma,WH-Kolkata (East),East
ORD-11437,CUST-1541,2026-07-14,Orthopedic & Mobility,Folding Lightweight Wheelchair,4,6589.86,0.1,Debit Card,Cancelled,Anjali Nair,WH-Gurugram (North),North
ORD-11438,CUST-1291,2026-07-17,Surgical & Critical Care,LED Surgical OT Light,3,24106.25,10.1,Credit Card,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-11439,CUST-1326,2026-06-04,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),2,23638.2,7.2,Credit Card,Delivered,Sanjay Verma,WH-Gurugram (North),North
ORD-11440,CUST-1786,2025-12-24,Diagnostic & Monitoring,Digital Spirometer,4,34405.5,7.2,COD,Processing,Priya Sharma,WH-Gurugram (North),North
ORD-11441,CUST-1154,2026-05-08,Surgical & Critical Care,Surgical Stapler,5,11795.85,4.7,Debit Card,Returned,Anjali Nair,WH-Bengaluru (South),South
ORD-11442,CUST-1582,2026-06-12,Sterilization & Lab,Digital Centrifuge Machine,2,32682.13,1.6,Debit Card,Delivered,Ramesh Rao,WH-Bhiwandi (West),West
ORD-11443,CUST-1450,2026-07-05,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),3,28776.2,9.1,UPI,Cancelled,Vikram Patel,WH-Bhiwandi (West),West
ORD-11444,CUST-1025,2026-04-04,Orthopedic & Mobility,Cervical Traction Unit,1,26484.84,13.2,UPI,Cancelled,Priya Sharma,WH-Bhiwandi (West),West
ORD-11445,CUST-1255,2025-04-12,Diabetes Care,Blood Glucose Meter Kit,5,41903.08,1.1,UPI,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-11446,CUST-1668,2026-01-19,Orthopedic & Mobility,Folding Lightweight Wheelchair,1,28207.18,5.9,Net Banking,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-11447,CUST-1433,2026-07-06,Respiratory Care,Suction Machine,5,27220.38,1.0,COD,Delivered,Anjali Nair,WH-Kolkata (East),East
ORD-11448,CUST-1244,2026-01-06,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),1,3592.22,10.8,Credit Card,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-11449,CUST-1508,2026-03-07,Diagnostic & Monitoring,Vascular Doppler,4,6274.41,9.5,Credit Card,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-11450,CUST-1738,2026-06-09,Respiratory Care,Mesh Nebulizer,2,23803.84,9.2,Credit Card,Returned,Anjali Nair,WH-Bhiwandi (West),West
ORD-11451,CUST-1388,2025-05-16,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,2,41946.83,11.8,Net Banking,Shipped,Vikram Patel,WH-Bhiwandi (West),West
ORD-11452,CUST-1876,2026-06-19,Orthopedic & Mobility,Motorized Wheelchair,5,27632.87,7.6,Debit Card,Delivered,Sanjay Verma,WH-Kolkata (East),East
ORD-11453,CUST-1395,2026-06-12,Sterilization & Lab,Ultrasound Cleaner,3,27188.14,8.2,Net Banking,Delivered,Sanjay Verma,WH-Kolkata (East),East
ORD-11454,CUST-1178,2026-06-12,Diagnostic & Monitoring,Digital Blood Pressure Monitor,1,8221.25,2.0,COD,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-11455,CUST-1642,2026-05-26,Infusion & Vascular,Syringe Driver Pump,4,2714.47,9.2,UPI,Shipped,Ramesh Rao,WH-Bengaluru (South),South
ORD-11456,CUST-1680,2026-04-03,Surgical & Critical Care,Pulse Generator Pacemaker,2,20621.86,0.2,UPI,Processing,Priya Sharma,WH-Gurugram (North),North
ORD-11457,CUST-1557,2026-07-20,Surgical & Critical Care,Anesthesia Workstation,4,13558.69,0.9,UPI,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-11458,CUST-1633,2026-07-01,Surgical & Critical Care,Anesthesia Workstation,5,7185.4,11.2,Credit Card,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-11459,CUST-1777,2026-06-19,Orthopedic & Mobility,TENS Physiotherapy Unit,1,27758.07,1.1,Debit Card,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-11460,CUST-1435,2026-04-12,Surgical & Critical Care,Surgical Electrocautery Unit,5,22962.24,8.6,UPI,Returned,Sanjay Verma,WH-Gurugram (North),North
ORD-11461,CUST-1630,2026-07-09,Diagnostic & Monitoring,Pulse Oximeter,5,9804.59,11.4,Debit Card,Delivered,Sanjay Verma,WH-Kolkata (East),East
ORD-11462,CUST-1697,2026-07-22,Diagnostic & Monitoring,Digital Otoscope,2,15860.41,7.3,UPI,Processing,Ramesh Rao,WH-Gurugram (North),North
ORD-11463,CUST-1558,2026-05-06,Surgical & Critical Care,Pulse Generator Pacemaker,2,2773.73,11.4,COD,Cancelled,Sanjay Verma,WH-Kolkata (East),East
ORD-11464,CUST-1049,2025-03-22,Infusion & Vascular,Dialysis Catheter,3,34343.82,1.1,Credit Card,Delivered,Anjali Nair,WH-Kolkata (East),East
ORD-11465,CUST-1473,2026-01-26,Infusion & Vascular,IV Cannula (18G-24G),3,16510.25,11.3,COD,Cancelled,Vikram Patel,WH-Kolkata (East),East
ORD-11466,CUST-1203,2026-03-21,Diagnostic & Monitoring,Digital Otoscope,2,32826.99,3.8,Credit Card,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-11467,CUST-1197,2026-04-13,Respiratory Care,BiPAP Machine,3,6298.89,11.1,Net Banking,Cancelled,Priya Sharma,WH-Kolkata (East),East
ORD-11468,CUST-1145,2026-04-16,Orthopedic & Mobility,Folding Lightweight Wheelchair,2,7751.85,1.2,UPI,Returned,Priya Sharma,WH-Gurugram (North),North
ORD-11469,CUST-1720,2026-05-20,Surgical & Critical Care,LED Surgical OT Light,1,22109.87,12.2,Credit Card,Shipped,Sanjay Verma,WH-Bengaluru (South),South
ORD-11470,CUST-1004,2026-07-16,Respiratory Care,Portable Oxygen Concentrator (5L),3,10641.69,7.4,Credit Card,Shipped,Vikram Patel,WH-Bhiwandi (West),West
ORD-11471,CUST-1234,2025-01-15,Diagnostic & Monitoring,Vascular Doppler,4,9853.22,14.5,Credit Card,Cancelled,Anjali Nair,WH-Gurugram (North),North
ORD-11472,CUST-1303,2025-12-23,Sterilization & Lab,Digital Centrifuge Machine,2,8576.6,12.3,Debit Card,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11473,CUST-1408,2026-01-29,Diabetes Care,Insulin Pump,2,18851.27,10.9,Net Banking,Cancelled,Anjali Nair,WH-Gurugram (North),North
ORD-11474,CUST-1119,2025-08-30,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,4,37303.57,8.7,UPI,Shipped,Sanjay Verma,WH-Bengaluru (South),South
ORD-11475,CUST-1317,2026-06-04,Diagnostic & Monitoring,Pulse Oximeter,2,35359.51,1.3,COD,Processing,Anjali Nair,WH-Bengaluru (South),South
ORD-11476,CUST-1338,2026-07-22,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),4,37133.1,9.1,UPI,Cancelled,Priya Sharma,WH-Kolkata (East),East
ORD-11477,CUST-1990,2026-07-14,Sterilization & Lab,UV Sterilizer Box,5,13253.61,14.5,COD,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-11478,CUST-1206,2026-01-06,Sterilization & Lab,UV Sterilizer Box,1,15122.63,8.9,Net Banking,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-11479,CUST-1410,2026-07-19,Infusion & Vascular,Central Venous Catheter Kit,3,31751.09,14.2,COD,Processing,Priya Sharma,WH-Bengaluru (South),South
ORD-11480,CUST-1330,2025-05-11,Surgical & Critical Care,Electric Suction Apparatus,4,11633.53,1.1,COD,Processing,Ramesh Rao,WH-Bengaluru (South),South
ORD-11481,CUST-1112,2025-08-26,Home Healthcare,Peak Flow Meter,2,30065.92,7.3,Debit Card,Delivered,Sanjay Verma,WH-Gurugram (North),North
ORD-11482,CUST-1295,2025-03-12,Surgical & Critical Care,LED Surgical OT Light,5,35220.23,4.7,Debit Card,Processing,Sanjay Verma,WH-Kolkata (East),East
ORD-11483,CUST-1475,2025-12-02,Infusion & Vascular,Volumetric Infusion Pump,5,10180.72,12.1,UPI,Delivered,Priya Sharma,WH-Gurugram (North),North
ORD-11484,CUST-1622,2026-01-26,Diagnostic & Monitoring,Digital Spirometer,5,4434.93,14.0,Debit Card,Returned,Anjali Nair,WH-Bengaluru (South),South
ORD-11485,CUST-1649,2026-06-17,Diagnostic & Monitoring,Single-Channel ECG Machine,2,40084.02,13.8,Debit Card,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-11486,CUST-1318,2026-03-31,Respiratory Care,BiPAP Machine,2,40790.04,3.2,Debit Card,Cancelled,Priya Sharma,WH-Kolkata (East),East
ORD-11487,CUST-1880,2026-03-11,Orthopedic & Mobility,Cervical Traction Unit,3,7503.9,7.4,Credit Card,Delivered,Anjali Nair,WH-Kolkata (East),East
ORD-11488,CUST-1619,2025-08-23,Diagnostic & Monitoring,Capnograph Monitor,2,38416.54,3.5,Debit Card,Delivered,Anjali Nair,WH-Kolkata (East),East
ORD-11489,CUST-1436,2026-06-06,Diabetes Care,Lancet Device,2,18944.42,14.3,Debit Card,Delivered,Priya Sharma,WH-Bhiwandi (West),West
ORD-11490,CUST-1915,2025-06-07,Respiratory Care,High-Flow Nasal Cannula System,4,12542.49,13.6,UPI,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11491,CUST-1306,2026-07-10,Surgical & Critical Care,Laryngoscope Set,2,37381.92,3.8,Credit Card,Processing,Vikram Patel,WH-Bhiwandi (West),West
ORD-11492,CUST-1757,2026-07-15,Home Healthcare,Peak Flow Meter,4,1795.39,4.5,Credit Card,Delivered,Priya Sharma,WH-Gurugram (North),North
ORD-11493,CUST-1951,2025-04-10,Respiratory Care,Auto CPAP Machine,1,40312.67,4.9,Net Banking,Cancelled,Priya Sharma,WH-Bhiwandi (West),West
ORD-11494,CUST-1704,2025-12-07,Diagnostic & Monitoring,Multi-Para Patient Monitor,3,5099.35,14.7,COD,Processing,Priya Sharma,WH-Bhiwandi (West),West
ORD-11495,CUST-1266,2025-05-26,Infusion & Vascular,IV Cannula (18G-24G),5,13185.31,8.5,COD,Delivered,Ramesh Rao,WH-Gurugram (North),North
ORD-11496,CUST-1155,2026-07-09,Respiratory Care,Incentive Spirometer,5,10031.4,9.1,Credit Card,Delivered,Priya Sharma,WH-Gurugram (North),North
ORD-11497,CUST-1872,2026-07-13,Surgical & Critical Care,Anesthesia Workstation,1,22654.74,7.2,UPI,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-11498,CUST-1622,2026-07-12,Surgical & Critical Care,Pulse Generator Pacemaker,2,32358.61,3.9,COD,Processing,Priya Sharma,WH-Gurugram (North),North
ORD-11499,CUST-1750,2025-04-03,Respiratory Care,BiPAP Machine,4,24012.39,10.1,Debit Card,Delivered,Priya Sharma,WH-Bengaluru (South),South
ORD-11500,CUST-1367,2026-05-09,Home Healthcare,Digital Vein Finder,1,44801.84,9.6,Net Banking,Processing,Sanjay Verma,WH-Gurugram (North),North
ORD-11501,CUST-1012,2025-05-16,Surgical & Critical Care,Surgical Electrocautery Unit,5,32690.3,13.1,UPI,Cancelled,Priya Sharma,WH-Bengaluru (South),South
ORD-11502,CUST-1418,2024-12-17,Diagnostic & Monitoring,Digital Blood Pressure Monitor,1,42152.84,7.5,UPI,Delivered,Priya Sharma,WH-Bhiwandi (West),West
ORD-11503,CUST-1141,2025-05-07,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),5,7930.26,9.8,Net Banking,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11504,CUST-1357,2026-02-24,Respiratory Care,Mesh Nebulizer,2,15920.97,3.8,Debit Card,Returned,Ramesh Rao,WH-Bhiwandi (West),West
ORD-11505,CUST-1953,2024-10-14,Diagnostic & Monitoring,Stethoscope (Cardiology Grade),3,5739.44,13.6,UPI,Cancelled,Vikram Patel,WH-Bhiwandi (West),West
ORD-11506,CUST-1827,2026-07-05,Orthopedic & Mobility,Cervical Traction Unit,3,29201.21,12.4,Debit Card,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-11507,CUST-1941,2025-09-30,Diagnostic & Monitoring,Multi-Para Patient Monitor,2,10842.48,4.1,Net Banking,Processing,Vikram Patel,WH-Kolkata (East),East
ORD-11508,CUST-1307,2026-02-23,Diagnostic & Monitoring,Stethoscope (Cardiology Grade),2,12836.31,3.7,Credit Card,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-11509,CUST-1030,2026-06-24,Orthopedic & Mobility,Air Mattress for Bedsores,2,7138.61,13.3,Credit Card,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-11510,CUST-1007,2026-07-10,Surgical & Critical Care,Surgical Electrocautery Unit,2,28934.04,2.8,COD,Delivered,Vikram Patel,WH-Kolkata (East),East
ORD-11511,CUST-1677,2026-02-25,Diabetes Care,Blood Glucose Meter Kit,4,22278.2,8.0,Debit Card,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-11512,CUST-1040,2025-07-10,Surgical & Critical Care,LED Surgical OT Light,4,21983.46,14.4,Credit Card,Processing,Vikram Patel,WH-Gurugram (North),North
ORD-11513,CUST-1387,2026-07-22,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),3,14527.91,14.8,Net Banking,Delivered,Priya Sharma,WH-Gurugram (North),North
